contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,seat,kidsfacility,firstmenu,treatmenu,smoking,packing,infocenterfood,scalefood,parkingfood,opendatefood,opentimefood,restdatefood,discountinfofood,chkcreditcardfood,reservationfood,lcnsno,scale,usefee,discountinfo,spendtime,parkingfee,infocenterculture,accomcountculture,usetimeculture,restdateculture,parkingculture,chkbabycarriageculture,chkpetculture,chkcreditcardculture,sponsor1,sponsor1tel,sponsor2,sponsor2tel,eventenddate,playtime,eventplace,eventhomepage,agelimit,bookingplace,placeinfo,subevent,program,eventstartdate,usetimefestival,discountinfofestival,spendtimefestival,festivalgrade,progresstype,festivaltype,saleitem,saleitemcost,fairday,opendateshopping,shopguide,culturecenter,restroom,infocentershopping,scaleshopping,restdateshopping,parkingshopping,chkbabycarriageshopping,chkpetshopping,chkcreditcardshopping,opentime,distance,schedule,taketime,theme,roomcount,roomtype,refundregulation,checkintime,checkouttime,chkcooking,seminar,sports,sauna,beauty,beverage,karaoke,barbecue,campfire,bicycle,fitness,publicpc,publicbath,subfacility,foodplace,reservationurl,pickup,infocenterlodging,parkinglodging,reservationlodging,scalelodging,accomcountlodging,openperiod,reservation,infocenterleports,scaleleports,accomcountleports,restdateleports,usetimeleports,usefeeleports,expagerangeleports,parkingleports,parkingfeeleports,chkbabycarriageleports,chkpetleports,chkcreditcardleports
142853,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532실,디럭스 시티 / 디럭스 오션 / 디럭스 테라스 등,,15:00,11:00,불가,1,0,1,0,1,0,0,0,0,1,0,0,,,,,051-742-2121,가능,,,,,,,,,,,,,,,,,
133314,39,,,,,,,,,,,,,,,,,0,생선초밥,코스요리 / 복사시미 / 송이요리 / 전복회 / 장어구이정식 등,모두 금연석,가능,051-861-7679,,가능<br>요금 (무료),,11:30~22:00 (준비 시간 15:00~16:30),매주 일요일,,가능,,19930150246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844738,39,,,,,,,,,,,,,,,,,0,바게트샌드위치,팜카페 브런치 / 아메리카노 / 농장쥬스 등,,가능,010-9664-7666,,가능,,10:00~19:00 (마지막 주문 18:00),매주 수요일,,가능,,20170156065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613988,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,양실,"이용일 7일전 100%, 6일전 90%, 5일전 85%, 4일전 80%, 3일전 70%, 2일전 50%, 1일전 30%, 당일 환불 불가",15:00,11:00,불가,0,0,0,0,1,0,0,0,0,0,0,0,,있음,,불가,051-747-6147,가능,전화(010-2555-7367),"11층 건물 중 10,11층",58,,,,,,,,,,,,,,
3370514,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시,051-711-0054,"부산관광공사, 부산부산축제조직위원회 등",,20251003,09:00~20:00(행사별 상이),,,,,,,,20250921,유료/무료(행사별 상이),,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731553,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,양실,"숙박 2일 전 15:00 까지 환불 100%, 이후 ~ 당일 까지 환불 불가",15:00,11:00,가능,1,0,0,0,1,0,0,0,0,1,1,0,"워케이션공간, 편의점, 코인세탁실",있음,"<a href=""https://be4.wingsbooking.com/STX3"" target=""_blank"" title=""새창 : 펠릭스바이STX 홈페이지로 이동"">https://be4.wingsbooking.com/STX3</a>",불가,051-969-5000,가능,"가능(051-969-5000, https://be4.wingsbooking.com/STX3/roomSelect?rooms=1&check_in)","지하 5층~지상 42층(대지면적 4,314.2m²)",888,,,,,,,,,,,,,,
128055,12,0,0,0,051-607-4541~4,2001년 10월,연중무휴,,,,,상시 개방,가능<br>요금 (무료),불가,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756678,39,,,,,,,,,,,,,,,,,0,라자냐,불고기피자 / 고르곤졸라피자 / 베이컨크림파스타 등,,,0507-1304-7900,,가능,,- 평일 10:00~19:00 (마지막 주문 18:00)<br>- 주말 10:30~21:00 (마지막 주문 20:00),매주 화요일,,,,20160149241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844748,39,,,,,,,,,,,,,,,,,0,왕갈비쌀국수,분짜 / 소고기쌀국수 / 매운우삼겹쌀국수 / 돼지고기파인볶음밥 등,,가능,0507-1311-3645,,가능,,- 11:30~20:00<br>- 준비시간 14:40~17:00<br>- 마지막 주문 19:00,연중무휴,,,,19970156089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869249,39,,,,,,,,,,,,,,,,,0,토마호크 스테이크,티본 스테이크 / 우대갈비 / 뼈스지라면 등,,,0507-1320-1354,,가능,,11:30~21:30 (마지막 주문 20:30),"매주 월요일, 화요일",,가능,,20210149762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616371,39,,,,,,,,,,,,,,,,,0,유황오리생구이,유황오리불고기 / 황칠유황오리백숙 / 유황오리탕 등,,가능,051-508-4642,,가능,1988-01-16,10:00~22:00,연중무휴,,가능,,19830147025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832642,39,,,,,,,,,,,,,,,,,0,돼지불고기정식,보쌈 정식 / 오리훈제 정식 / 전복회 정식 등,,가능,051-721-7719,,가능,,10:00~22:00,연중무휴,,가능,,19990156193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891887,39,,,,,,,,,,,,,,,,,1,트로피칼 베이비카스테라,바나나초코 베이비카스테라 / 서핑애플 / 키위포레스트 등,,,0507-1451-2038,,가능,,- 평일 10:00~18:00<br>- 주말 10:00~20:00,연중무휴,,,,20210141509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999905,12,0,0,0,010-4632-0051,,매주 일요일,꽃차 만들기 / 도자기 만들기 / 반려식물 심기 / MBTI 향수 만들기 등,,,,"주중 09:30~17:00<br>
주말 09:30~15:00",불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832649,39,,,,,,,,,,,,,,,,,0,너티크럼블라떼,흑임자크림라떼 / 산딸기퀸아망 / 시나핀 등,,가능,051-723-2578,,가능,,10:30~20:00 (마지막 주문 20:30),연중무휴,,가능,,20140156023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875819,39,,,,,,,,,,,,,,,,,0,콩국수,수제비 / 돌판비빔밥 / 해물파전 등,,,051-702-5511,,가능,,10:00~21:00,연중무휴,,가능,,20010141038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785276,39,,,,,,,,,,,,,,,,,0,물비빔냉면,물냉면 / 비빔냉면 / 소육전 등,,가능,051-207-6555,,가능,,- 10:30~20:20<br>- 마지막 주문 19:50,매주 일요일,,,,20130144048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787137,39,,,,,,,,,,,,,,,,,0,떡구이,하녹 블랜딩 차 / 연유 실타래 빙수 / 흑임자라떼 등,,,0507-1478-0075,,가능,,- 11:00~20:00<br>- 마지막 주문 19:30,연중무휴,,,,20210156787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852277,39,,,,,,,,,,,,,,,,,0,징기스칸,장어구이 / 박 수제비 / 된장 등,,,051-727-5518,,있음(무료),,- 12:00~21:00<br>- 마지막 주문 20:30,연중무휴,,,,19940156046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848930,39,,,,,,,,,,,,,,,,,0,부라타와 프로슈토 피자,재주 흑돼지와 쉬림프 피자 / 쟌슨빌 뽀모도로 / 팟 파이 수프 등,,,051-727-7920,,가능,,10:00~21:00 (마지막 주문 20:00),매주 화요일,,가능,,20170156623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804372,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,"한실, 양실","비수기 기간: 체크인 2일 전 23:59 까지 무료 취소, 체크인 1일 전 18:00 이전 객실 요금의 50% 부과, 체크인 1일 전 18:00 이후~숙박 당일 및 노쇼(No-Show) 환불 불가(객실 요금의 100% 부과)
성수기 기간: 체크인 7일~3일 전 객실 요금의 50% 부과, 체크인 3일~당일 및 노쇼(No-Show) 객실 요금의 100% 부과",15:00,11:00,불가,0,0,0,0,1,0,0,0,0,0,0,0,"산책로, 야외잔디공원",있음,"<a href=""https://houndhotelbusanstation.com/"" target=""_blank"" title=""새창 : 하운드호텔 부산역점 홈페이지로 이동"">https://houndhotelbusanstation.com/</a>",불가,"051-464-2000<br>
051-464-2002",가능,"가능(051-464-2000, 051-464-2002, 010-6615-5896, http://houndhotelbusanstation.com, cmo@houndhotelbusanstation.com)",지상 12층,200,,,,,,,,,,,,,,
2858955,39,,,,,,,,,,,,,,,,,0,장어구이,조개모듬 또는 가리비 / 전복구이 / 해물모듬 등,,,0507-1404-4092,,가능,,11:30~03:00,연중무휴,,,,20040141013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775565,12,0,0,0,,,연중무휴,,,,,상시 개방,가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550799,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,,무료,051-555-3096,,10:00~17:00,"매주 일요일, 일요일 / 공휴일 / 설·추석 연휴",가능,불가,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788392,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료,,약 40분,,051-898-9300,,10:00~17:00,매주 일요일 / 공휴일,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841052,39,,,,,,,,,,,,,,,,,0,크림수플레,게살오이스터파스타 / 큐브라떼 / 베이컨김치볶음밥 등,,가능,0507-1329-4665,,가능,,- 평일 10:30~22:00 (마지막 주문 20:50)<br>- 주말 11:00~22:00 (마지막 주문 20:50),연중무휴<br>※ 자세한 사항은 전화문의 요망,,가능,,20190149696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867734,39,,,,,,,,,,,,,,,,,0,한우 생갈빗살,한우 즉석양념갈빗살 / 꽃등심 / 안창살 등,,가능,051-254-3250,,가능,,"- 2층, 3층 16:00~23:00 (마지막 주문 22:40)<br>- 4층 11:30~21:30 (마지막 주문 20:30)",연중무휴<br>※ 자세한 사항은 전화문의 요망,,가능,,19890126123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686419,39,,,,,,,,,,,,,,,,,0,밀면,비빔면 / 손왕만두 / 떡만두국(동절기) 외,모두 금연석,가능,051-246-3314,,불가능,,10:30~21:30,연중무휴,,가능,전화 예약 문의 (051-246-3314),19880126079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851989,39,,,,,,,,,,,,,,,,,0,복지리,복어조림 / 복매운탕 / 복수육 등,,,051-742-2790,,불가능,,- 07:00~21:30 (준비시간 15:00~17:00)<br>- 점심 마지막 주문 14:00 / 저녁 마지막 주문 20:30,매주 월요일,,없음,,20090141939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905141,39,,,,,,,,,,,,,,,,,0,돼지국밥,"순대국밥, 내장국밥, 순대전골, 수육, 파삼겹 철판구이, 자가순대 등",,가능,051-741-1184,,가능<br>요금(무료),,매일 09:00~21:00,연중무휴,,가능,가능 (네이버예약),20110141716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805095,39,,,,,,,,,,,,,,,,,0,팥빙수,밀크팥빙수 / 단팥죽 등,모두 금연석,가능(일부 메뉴),0507-1401-9946,,불가능 (인근 공영주차장 이용),,09:00~22:00,연중무휴,,없음,,20100137196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869618,39,,,,,,,,,,,,,,,,,0,따로국밥,수육백반 / 수육 / 섞어따로국밥 등,,,051-628-4898,,가능,,09:30~20:00 (준비시간 14:00~14:30),연중무휴,,,,20120137280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775559,12,0,0,0,051-721-3167,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872271,39,,,,,,,,,,,,,,,,,0,천지전복죽,전복회 / 전복버섯구이 / 성게전복죽 등,,가능,051-721-6611,,가능,,09:00~20:30,매주 목요일,,가능,,20210157012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875364,39,,,,,,,,,,,,,,,,,0,전복죽,전복철판구이 / 전복물회 / 산낙지 등,,가능,051-722-5300,,가능,,09:00~20:00 (마지막 주문 19:00),매주 화요일,,가능,,20090156170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017347,12,0,0,0,영도구청 문화관광과 051-419-4041,,연중무휴,,,,,상시 개방,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775495,12,0,0,0,051-727-0859,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805792,39,,,,,,,,,,,,,,,,,0,멸치회,멸치찌개 / 모둠회 / 멸치튀김 등,모두 금연석,가능,051-721-9477,,가능,,09:00~21:00,설·추석 당일,,가능,전화 예약 문의 (051-721-9477),19960156084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786766,39,,,,,,,,,,,,,,,,,0,히츠마부시,카이센동 / 우니동 / 어린이 장어 덮밥 등,,가능,0507-1385-3730,,가능,,- 11:00~22:00<br>- 마지막 주문 20:50,연중무휴,,,,20130141873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853156,39,,,,,,,,,,,,,,,,,0,해물듬뿍칼국수,해물칼국수 / 육전물밀면 / 비빔밀면 / 낙지한마리칼국수 / 소고기육전 등,,,0507-1357-2579,,가능,,11:00~21:00 (라스트오더 20:30),매주 월요일 / 설·추석 연휴,,가능,,20200154441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451794,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무료관람,화-일 10:30 - 18:30,,1533-2680,,,매주 월요일 휴관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865435,39,,,,,,,,,,,,,,,,,0,킹크랩,한치숙회 / 킹새우치즈구이 / 해물된장찌개정식 등,,가능,0507-1402-0182,,가능,,11:00~22:10,매주 월요일,,,,20150131086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019594,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"대지면적 9,269㎡ / 연면적 7,985㎡ (지상 5층 / 지하 1층)",※ 교육과정 별로 상이함,,약 1시간,무료,051-400-7700,50명,※ 교육과정 별로 상이함,"매주 토, 일요일 / 법정공휴일",가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786779,39,,,,,,,,,,,,,,,,,0,밀면,비빔면 / 만두 / 사리,,가능,0507-1404-9404,,가능,,10:00~20:40,"설·추석 전일, 당일",,가능,전화문의,19980141132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127004,12,0,0,0,부산 해운대구 관광안내소 051-749-5700,,연중무휴,,,,,상시 개방,가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822343,12,0,0,0,해운대구청 늘푸른과 051-749-4535,,연중무휴,,,,,상시 개방,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987810,12,0,0,0,051-749-7621,,연중무휴,,,,,상시 개방,가능<br>요금 (무료),없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304431,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,패션 의류 / 패션 소품,,,,,,,부산 해운대구 관광안내소 051-749-5700,,※ 매장마다 상이함,가능,없음,,가능,※ 매장마다 상이함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048902,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부산광역시 해운대구청,051-749-4062,,,20260118,18:00~23:00,해운대 해수욕장,,,,,,,20251129,무료,,,,선택안함,선택안함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705418,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258실,스탠다드 / 디럭스 / 패밀리 / 프리미어 / 스위트,,15:00 (금요일~일요일·공휴일·공휴전일 16:00),11:00,일부객실 가능,0,0,0,0,0,0,0,0,0,0,0,0,반려견 테마파크 / 갤러리 / 루프탑,바비큐장 / 레스토랑,,,051-743-0003,가능,,,,,,,,,,,,,,,,,
2760773,39,,,,,,,,,,,,,,,,,0,대구탕,,,,051-731-5020,,가능,,08:00~20:40 (마지막 주문 20:10),연중무휴,,,,19890141026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889286,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5km,기타,6시간,----지자체-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705325,12,0,0,0,051-711-1789,,연중무휴,,,,,09:00~22:00,가능,없음,,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748157,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,※ 공연에 따라 상이하므로 전화문의 요망,,,무료,051-749-7651,,※ 이용시설에 따라 상이하므로 전화문의 요망,매주 월요일,가능,없음,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663379,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281실,,,15:00,11:00,,0,0,0,0,1,0,0,0,0,0,0,0,,,,,051-720-9000,가능,,,,,,,,,,,,,,,,,
126108,12,0,0,0,051-740-7000,2006년 9월 18일,매주 수요일 / 설·추석 연휴 / 센터 점검 날,,,,,"- 평일 04:00~23:59<br>
- 목요일 06:00~23:59<br>
- 주말 04:00~23:59",가능,없음,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858936,39,,,,,,,,,,,,,,,,,0,오징어회,오징어 먹통 / 오징어물회 / 모둠회 / 문어숙회 / 갑오징어 등,,가능,051-741-4557,,가능<br>요금 (무료),,14:00~01:00,명절 당일,,가능,,20150141908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852289,39,,,,,,,,,,,,,,,,,0,해물칼국수,철판오리불고기 / 해물부추전 / 갈비만두 등,,,051-728-4552,,가능,,11:00~22:00 (마지막 주문 21:30),매주 월요일,,가능,,19830156013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804685,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1km,3박이상,3박이상,자연여행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759611,39,,,,,,,,,,,,,,,,,0,코스메뉴,랍스터 한상 / 해풍스페셜 / 해산물모둠 / 생선회 / 전복회 등,,가능,0507-1467-2213,,가능,,09:30~21:30,연중무휴,,가능,0507-1467-2213,20160156025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533150,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,양실,온라인 예약 시 해당 업체의 환불 규정에 따름,16:00,11:00,가능,0,0,0,0,0,0,0,0,0,0,0,0,,,https://www.airbnb.co.kr/rooms/936158212865313938,불가,,,가능(에어비엔비예약),,,,,,,,,,,,,,,,
2841524,39,,,,,,,,,,,,,,,,,0,생선모둠찜,가오리찜 / 대구뽈찜 / 오징어순대 등,,가능,0507-1388-6253,,가능,,- 10:00~21:00<br>- 마지막 주문 20:10,연중무휴,,,,20130156432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832655,39,,,,,,,,,,,,,,,,,0,헤이든슈페너,시나몬크림라떼 / 블루레몬에이드 / 그린티라떼 등,,가능,051-728-4717,,가능,,11:00~20:00 (마지막 주문 19:30),연중무휴,,가능,,20210156831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
